,name,review,rating,meta,ingredients,steps,cooks_note,editors_note,nutrition_facts,url
289,Green Punch,This is a green colored punch that tastes wonderful. Great for Saint Patrick's Day or whenever you feel like drinking something green!,4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '20', 'soak_time': None, 'total_time': '5 mins', 'yield': None}","[{'name': 'lime flavored Jell-O mix', 'quanity': '2', 'unit': '(3 ounce) packages'}
 {'name': 'hot water', 'quanity': '1', 'unit': 'quart'}
 {'name': 'pineapple juice', 'quanity': '1', 'unit': '(46 fluid ounce) can'}
 {'name': 'frozen orange juice concentrate, thawed', 'quanity': '2', 'unit': '(12 fluid ounce) cans'}
 {'name': 'white sugar', 'quanity': '2', 'unit': 'cups'}
 {'name': 'cold water', 'quanity': '4 ½', 'unit': 'cups'}
 {'name': 'ginger ale', 'quanity': '2', 'unit': 'liters'}]","[' Gather the ingredients.\n'
 ' Dissolve gelatin in 1 quart of hot water in a large saucepan; allow to cool.\n'
 ' When gelatin is cool, pour into a large punch bowl. Stir in pineapple juice, orange juice concentrate, sugar, and 4 ½\xa0 cups cold water.\n'
 ' Pour in ginger ale just before serving.\n']",unknown,unknown,"{'Calories': '232', 'Carbs': '57g', 'Fat': '0g', 'Protein': '2g'}",https://www.allrecipes.com/recipe/18940/green-punch/
290,Turkey Patties,These turkey patties are made with a blend of different seasonings and quickly pan-fried for an entree that you can get on the table in minutes. Serve on hamburger buns with lettuce and sliced tomatoes.,4.2,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '10 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '20 mins', 'yield': None}","[{'name': 'ground turkey', 'quanity': '1', 'unit': 'pound'}
 {'name': 'fine dry bread crumbs', 'quanity': '¼', 'unit': 'cup'}
 {'name': 'egg', 'quanity': '1', 'unit': ''}
 {'name': 'minced green onions', 'quanity': '2', 'unit': 'tablespoons'}
 {'name': 'soy sauce', 'quanity': '2', 'unit': 'tablespoons'}
 {'name': 'minced fresh ginger root', 'quanity': '1', 'unit': 'teaspoon'}
 {'name': 'garlic, minced', 'quanity': '1', 'unit': 'clove'}
 {'name': 'vegetable oil', 'quanity': '1', 'unit': 'tablespoon'}
 {'name': 'chopped fresh parsley', 'quanity': '2', 'unit': 'tablespoons'}]","[' Gather the ingredients.\n'
 ' Mix turkey, bread crumbs, egg, green onion, soy sauce, ginger, and garlic in a large bowl until combined. Shape into 4 patties.\n'
 ' Heat oil in a wide skillet over medium heat. Add patties and cook until no longer pink in the center and the juices run clear, about 5 minutes per side. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).\n'
 ' Garnish with chopped parsley.\n']",unknown,unknown,"{'Calories': '251', 'Carbs': '6g', 'Fat': '14g', 'Protein': '23g'}",https://www.allrecipes.com/recipe/35554/turkey-patties/
291,No-Bake Cheesecake Flag Cake,"You can make this lovely, sweet treat for 4th July or any patriotic holiday without turning on the oven! Besides the taste and light mousse-like texture, I think your guests will enjoy the iconic stars and stripes design provided by the fresh blueberries and strawberries. ",4.7,"{'active_time': None, 'additional_time': '3 hrs', 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '30 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '3 hrs 30 mins', 'yield': '1 (9x11-inch) cheesecake'}","[{'name': 'finely crushed graham cracker crumbs', 'quanity': '1 ½', 'unit': 'cups'}
 {'name': 'white sugar', 'quanity': '¼', 'unit': 'cup'}
 {'name': 'unsweetened cocoa powder', 'quanity': '2', 'unit': 'tablespoons'}
 {'name': 'butter, melted', 'quanity': '6', 'unit': 'tablespoons'}
 {'name': 'cream cheese at room temperature', 'quanity': '1', 'unit': 'cup'}
 {'name': 'mascarpone cheese at room temperature', 'quanity': '1', 'unit': 'cup'}
 {'name': 'grated lemon zest', 'quanity': '2', 'unit': 'teaspoons'}
 {'name': 'lemon juice', 'quanity': '2', 'unit': 'teaspoons'}
 {'name': 'vanilla extract', 'quanity': '1', 'unit': 'teaspoon'}
 {'name': 'white sugar', 'quanity': '⅓', 'unit': 'cup'}
 {'name': 'cold heavy whipping cream', 'quanity': '1 ¼', 'unit': 'cups'}
 {'name': 'fresh strawberries, hulled and halved lengthwise, or as needed', 'quanity': '20', 'unit': 'large'}
 {'name': 'large fresh blueberries, or as needed', 'quanity': '24', 'unit': ''}]","[' Combine graham cracker crumbs, 1/4 cup sugar, cocoa powder, and melted butter in a bowl until mixture is thoroughly combined and crumbly.\n'
 ' Transfer crust mixture to a 9x11-inch baking dish. Press crust into bottom of dish until smooth and even. Cover dish with plastic wrap and refrigerate until set, about 30 minutes.\n'
 ' Mix cream cheese and mascarpone cheese in a bowl until thoroughly combined. Stir in lemon zest, lemon juice, and vanilla extract into mixture.\n'
 ' Whisk 1/3 cup sugar into whipping cream in a separate metal or glass bowl until the cream is fluffy and forms soft peaks. Add whipped cream to the cream cheese mixture and gently whisk until filling is soft, fluffy, and well combined.\n'
 ' Spoon filling on top of the graham cracker crust, spreading and smoothing the top. Tap the pan gently on a work surface several times to settle the crust and filling. Cover pan tightly with plastic wrap and refrigerate until chilled and set, at least 3 hours.\n'
 ' Starting at the bottom long edge of the cake, arrange strawberry halves in a horizontal line with the pointed bottoms of the strawberry halves pointing to the right. Start a second stripe of strawberry halves at the top right of the cake, arranging strawberries with the bottoms pointing right in a line stretching about 2/3 of the length of the cake.\n'
 ' Continue to make strawberry stripes, starting about 3/4 inch up from the bottom stripe and laying down 3 more stripes stretching the full length of the cake. Make 1 more line of strawberries beneath the short stripe to leave a square space for the blue field of stars.\n'
 ' Lay a line of blueberries with the blossom ends pointing up in the upper left square space. Continue to lay down blueberries in lines, berries touching the previous line, until the square is filled with blueberries. Cut cake into squares to serve.\n']",unknown,unknown,"{'Calories': '381', 'Carbs': '22g', 'Fat': '32g', 'Protein': '5g'}",https://www.allrecipes.com/recipe/233327/no-bake-cheesecake-flag-cake/
292,Peach Dump Cake,This peach dump cake is so simple to make with yellow cake mix and canned peaches in heavy syrup.,4.6,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '45 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '24', 'soak_time': None, 'total_time': '55 mins', 'yield': '1 9x13-inch cake'}","[{'name': 'peaches in heavy syrup', 'quanity': '2', 'unit': '(16 ounce) cans'}
 {'name': 'yellow cake mix', 'quanity': '1', 'unit': '(15.25 ounce) package'}
 {'name': 'butter', 'quanity': '½', 'unit': 'cup'}
 {'name': 'ground cinnamon, or to taste', 'quanity': '½', 'unit': 'teaspoon'}]","[' Gather all ingredients and preheat the oven to 375 degrees F (190 degrees C).\n'
 ' Empty peaches into a 9x13-inch baking dish.\n'
 ' Cover peaches with dry cake mix and press down firmly.\n'
 ' Cut butter into small pieces and scatter on top of cake mix. Sprinkle top with cinnamon.\n'
 ' Bake in the preheated oven until top of cake is golden brown, about 45 minutes.\n'
 ' Serve and enjoy!\n']",unknown,unknown,"{'Calories': '155', 'Carbs': '24g', 'Fat': '6g', 'Protein': '1g'}",https://www.allrecipes.com/recipe/7987/peach-cobbler-dump-cake-i/
293,Maritime Donair Sauce,Homemade donair sauce for maritime sandwiches. Done just like in Atlantic Canada. Long live Greco!,4.9,"{'active_time': None, 'additional_time': '1 hr', 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '6', 'soak_time': None, 'total_time': '1 hr 5 mins', 'yield': None}","[{'name': 'sweetened condensed milk', 'quanity': '⅔', 'unit': 'cup'}
 {'name': 'white vinegar', 'quanity': '¼', 'unit': 'cup'}
 {'name': 'garlic powder', 'quanity': '½', 'unit': 'teaspoon'}]","[' Whisk condensed milk, vinegar, and garlic powder together in a small bowl until well combined. For best flavor results, refrigerate the sauce for at least 1 hour before using.\n']",unknown,unknown,"{'Calories': '112', 'Carbs': '19g', 'Fat': '3g', 'Protein': '3g'}",https://www.allrecipes.com/recipe/233517/maritime-donair-sauce/
294,Easy Fried Eggplant,"These fried eggplant slices are easy to make, quick, and so tasty! I serve them with sliced fresh tomatoes, fresh green beans, and bread and butter. An inexpensive meal from my childhood and still a favorite!",4.6,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '30 mins', 'yield': None}","[{'name': 'canola oil', 'quanity': '2', 'unit': 'tablespoons'}
 {'name': 'large eggplant, peeled and sliced', 'quanity': '1', 'unit': ''}
 {'name': 'eggs, beaten', 'quanity': '3', 'unit': 'large'}
 {'name': 'dry bread crumbs', 'quanity': '2', 'unit': 'cups'}]","[' Warm oil in a large skillet over medium-high heat.\n'
 ' Dip eggplant slices in egg, then coat with bread crumbs.\n'
 ' Place breaded eggplant in the hot oil and fry until golden brown, 2 to 3 minutes per side. Drain on paper towels.\n']",unknown,unknown,"{'Calories': '357', 'Carbs': '46g', 'Fat': '14g', 'Protein': '13g'}",https://www.allrecipes.com/recipe/22448/easy-fried-eggplant/
295,Southern Fried Cabbage,"Fried cabbage is a favorite at Mammaw's house! Bacon is fried until crispy, then sautéed with cabbage and onion in this simple, quick side dish. It's terrific with cornbread.",4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '10 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '6', 'soak_time': None, 'total_time': '20 mins', 'yield': None}","[{'name': 'vegetable oil', 'quanity': '⅓', 'unit': 'cup'}
 {'name': 'bacon, cut into thirds', 'quanity': '3', 'unit': 'slices'}
 {'name': 'salt, or to taste', 'quanity': '1', 'unit': 'teaspoon'}
 {'name': 'ground black pepper, or to taste', 'quanity': '1', 'unit': 'teaspoon'}
 {'name': 'cabbage, cored and sliced', 'quanity': '1', 'unit': 'head'}
 {'name': 'white onion, chopped', 'quanity': '1', 'unit': ''}
 {'name': 'white sugar', 'quanity': '1', 'unit': 'pinch'}]","[' Gather all ingredients.\n'
 ' Heat oil in a large pot over medium heat; add bacon and season with salt and pepper. Cook until bacon is crisp, 5 to 7 minutes.\n'
 ' Add cabbage, onion, and sugar; cook and stir continuously until cabbage and onion are tender, about 5 to 10 minutes.\n'
 ' Serve and enjoy!\n']",unknown,unknown,"{'Calories': '189', 'Carbs': '14g', 'Fat': '14g', 'Protein': '4g'}",https://www.allrecipes.com/recipe/73833/southern-fried-cabbage/
296,Egg Custard Pie,"This delicious egg custard pie is great served cold or warm with whipped cream and a dash of nutmeg. I'm 78, and this was my grandmother's pie.",4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '50 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '1 hr 5 mins', 'yield': '1 (9-inch) pie'}","[{'name': 'unbaked pie crust', 'quanity': '1', 'unit': '(9 inch)'}
 {'name': 'white sugar', 'quanity': '1', 'unit': 'cup'}
 {'name': 'milk', 'quanity': '1', 'unit': 'cup'}
 {'name': 'butter, melted', 'quanity': '¼', 'unit': 'cup'}
 {'name': 'all-purpose flour', 'quanity': '2', 'unit': 'tablespoons'}
 {'name': 'vanilla extract', 'quanity': '1', 'unit': 'teaspoon'}
 {'name': 'ground nutmeg', 'quanity': '½', 'unit': 'teaspoon'}
 {'name': 'eggs', 'quanity': '3', 'unit': 'large'}]","[' Preheat the oven to 400 degrees F (205 degrees C).\n'
 ' Bake pie crust in the preheated oven until partially baked, about 5 minutes. Set aside.\n'
 ' Adjust oven temperature to 325 degrees F (165 degrees C).\n'
 ' Combine sugar, milk, melted butter, flour, vanilla, and nutmeg in a large bowl; mix well. Beat in eggs until well blended. Pour filling into partially baked pie shell.\n'
 ' Bake in the preheated oven until a knife inserted in the center comes out clean, 45 to 55 minutes. Do not overbake.\n']",unknown,unknown,"{'Calories': '313', 'Carbs': '39g', 'Fat': '16g', 'Protein': '5g'}",https://www.allrecipes.com/recipe/12543/egg-custard-pie-iii/
297,Best Ever Cowboy Caviar,This is the best recipe for cowboy caviar! You can make this ahead of time to allow the flavors to meld. Add some heat with sliced jalapeños before serving. Great as a side dish or dip for tortilla chips.,4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '15 mins', 'yield': None}","[{'name': 'olive oil', 'quanity': '½', 'unit': 'cup'}
 {'name': 'vegetable oil', 'quanity': '½', 'unit': 'cup'}
 {'name': 'cider vinegar', 'quanity': '½', 'unit': 'cup'}
 {'name': 'white sugar', 'quanity': '½', 'unit': 'cup'}
 {'name': 'pinto beans, rinsed and drained', 'quanity': '1', 'unit': '(14 ounce) can'}
 {'name': 'black-eyed peas, rinsed and drained', 'quanity': '1', 'unit': '(14 ounce) can'}
 {'name': 'white shoepeg corn, drained', 'quanity': '1', 'unit': '(11 ounce) can'}
 {'name': 'red onion, chopped', 'quanity': '1', 'unit': ''}
 {'name': 'celery, chopped', 'quanity': '2', 'unit': 'stalks'}
 {'name': 'red bell pepper, chopped', 'quanity': '1', 'unit': ''}
 {'name': 'chopped cilantro', 'quanity': '½', 'unit': 'cup'}]","[' Combine olive oil, vegetable oil, cider vinegar, and sugar in a saucepan; bring to a boil, remove from heat, and cool to room temperature.\n'
 ' Stir pinto beans, black-eyed peas, corn, onion, celery, red bell pepper, and cilantro together in a large bowl. Pour cooled oil mixture over bean mixture and toss to coat. Best served chilled.\n']","For best flavor, cover the bowl and refrigerate, stirring occasionally, for a few hours to overnight. Drain excess dressing before serving.",unknown,"{'Calories': '426', 'Carbs': '38g', 'Fat': '28g', 'Protein': '6g'}",https://www.allrecipes.com/recipe/237603/best-ever-cowboy-caviar/
298,Homemade Peach Ice Cream,This peach ice cream is easy to make at home and the best you'll ever eat!,4.8,"{'active_time': None, 'additional_time': '4 hrs 20 mins', 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '32', 'soak_time': None, 'total_time': '4 hrs 35 mins', 'yield': '1 gallon'}","[{'name': 'fresh peaches - peeled, pitted and chopped', 'quanity': '2 ½', 'unit': 'pounds'}
 {'name': 'half-and-half cream', 'quanity': '1', 'unit': 'pint'}
 {'name': 'white sugar', 'quanity': '½', 'unit': 'cup'}
 {'name': 'sweetened condensed milk', 'quanity': '1', 'unit': '(14 ounce) can'}
 {'name': 'evaporated milk', 'quanity': '1', 'unit': '(12 fluid ounce) can'}
 {'name': 'vanilla extract', 'quanity': '1', 'unit': 'teaspoon'}
 {'name': 'whole milk, or as needed', 'quanity': '2', 'unit': 'cups'}]","[' Gather all ingredients.\n'
 ' Working in batches, purée peaches with half-and-half and sugar in a blender or food processor.\n'
 ' Mix peach mixture, sweetened condensed milk, evaporated milk, and vanilla in a gallon ice cream freezer container. Pour enough whole milk into the container to reach the fill line, about 2 cups. Pour mixture into an ice cream maker.\n'
 "" Freeze according to manufacturer's instructions, about 20 minutes. Transfer to an airtight container and freeze until firm, about 4 hours.\n""]",unknown,unknown,"{'Calories': '106', 'Carbs': '14g', 'Fat': '5g', 'Protein': '3g'}",https://www.allrecipes.com/recipe/38236/georgia-peach-homemade-ice-cream/
299,Peach Ice Cream,This peach ice cream is made with fresh peaches for a creamy and delicious summertime treat!,4.8,"{'active_time': None, 'additional_time': '4 hrs 20 mins', 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '32', 'soak_time': None, 'total_time': '4 hrs 40 mins', 'yield': '4 quarts'}","[{'name': 'white sugar', 'quanity': '3 ½', 'unit': 'cups'}
 {'name': 'eggs, beaten', 'quanity': '6', 'unit': 'large'}
 {'name': 'fresh peaches, pitted and chopped', 'quanity': '10', 'unit': ''}
 {'name': 'heavy cream', 'quanity': '4', 'unit': 'cups'}
 {'name': 'half-and-half cream', 'quanity': '2', 'unit': 'cups'}
 {'name': 'vanilla extract', 'quanity': '2', 'unit': 'teaspoons'}
 {'name': 'salt', 'quanity': '¾', 'unit': 'teaspoon'}]","[' Mix sugar and eggs together in a large bowl until smooth; purée peaches in a blender or food processor and stir 5 cups purée into egg mixture. Stir in cream, half-and-half, vanilla, and salt, and mix well.\n'
 "" Pour mixture into an ice cream maker and freeze according to manufacturer's instructions, about 20 minutes. Transfer to an airtight container and freeze until firm, about 4 hours.\n""]",unknown,"This recipe contains raw egg. We recommend that pregnant women, young children, older adults, and the immunocompromised do not consume raw egg.","{'Calories': '229', 'Carbs': '25g', 'Fat': '14g', 'Protein': '2g'}",https://www.allrecipes.com/recipe/20120/peach-ice-cream/
300,Chef John's Strawberry Ice Cream,"Homemade strawberry ice cream with sweet, juicy strawberries! Some people consider this quick strawberry ice cream recipe a hack because we're skipping the more time-consuming egg-custard step; but even if I didn't want to save time I'd still prefer this method for strawberry ice cream. ",4.8,"{'active_time': None, 'additional_time': '2 hrs 45 mins', 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '2 hrs 55 mins', 'yield': None}","[{'name': 'fresh strawberries, hulled', 'quanity': '12', 'unit': 'ounces'}
 {'name': 'white sugar', 'quanity': '¾', 'unit': 'cup'}
 {'name': 'heavy whipping cream', 'quanity': '2', 'unit': 'cups'}
 {'name': 'milk', 'quanity': '1', 'unit': 'cup'}
 {'name': 'vanilla extract', 'quanity': '1', 'unit': 'teaspoon'}
 {'name': 'salt', 'quanity': '1', 'unit': 'tiny pinch'}
 {'name': 'red food coloring (Optional)', 'quanity': '2', 'unit': 'drops'}]","[' Place strawberries and sugar in a blender and pulse until pureed; set aside to steep for 10 minutes.\n'
 ' Pour cream, milk, vanilla extract, and salt into strawberry mixture; blend until smooth and slightly thickened, 10 to 15 seconds. Whisk red food color into cream mixture.\n'
 "" Pour strawberry mixture into the container of an ice cream maker and process until thick according to the manufacturer's instructions.\n""
 ' Transfer ice cream to a sealable container, cover the ice cream with plastic wrap, seal the container, and freeze, 2 hours to overnight.\n']",unknown,unknown,"{'Calories': '205', 'Carbs': '17g', 'Fat': '15g', 'Protein': '2g'}",https://www.allrecipes.com/recipe/238034/chef-johns-strawberry-ice-cream/
301,Pink Summer Beer ,"Summer beer is a refreshing summertime cocktail that's great for special gatherings or cocktail parties. This recipe was given to me from Dottie, a long time friend and sorority sister. Garnish with lemon slices and sprigs of mint.",4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '10 mins', 'yield': None}","[{'name': 'frozen pink lemonade concentrate, thawed', 'quanity': '1', 'unit': '(12 fluid ounce) can'}
 {'name': 'water', 'quanity': '12', 'unit': 'fluid ounces'}
 {'name': 'vodka', 'quanity': '12', 'unit': 'fluid ounces'}
 {'name': 'beer', 'quanity': '1', 'unit': '(12 fluid ounce) can or bottle'}]","[' Place lemonade concentrate in a gallon pitcher. Measure water and vodka in the 12 ounce lemonade can and add to the pitcher. Pour in the beer, mix well and serve over ice.\n']",unknown,unknown,"{'Calories': None, 'Carbs': None, 'Fat': None, 'Protein': None}",https://www.allrecipes.com/recipe/20402/summer-beer-ii/
302,Summer Beer,"Summer beer is lemonade with a kick! Use a light beer and your favorite vodka to make this refreshing, crowd-pleasing cocktail.",4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '10 mins', 'yield': None}","[{'name': 'ice cubes', 'quanity': '4', 'unit': 'cups'}
 {'name': 'frozen lemonade concentrate', 'quanity': '1', 'unit': '(6 ounce) can'}
 {'name': 'beer', 'quanity': '1', 'unit': '(12 fluid ounce) can or bottle'}
 {'name': 'vodka', 'quanity': '12', 'unit': 'fluid ounces'}]","[' Crush ice in a blender. Pour in the lemonade concentrate, beer, and vodka. Blend until smooth. Pour into frozen glasses.\n']",unknown,unknown,"{'Calories': None, 'Carbs': None, 'Fat': None, 'Protein': None}",https://www.allrecipes.com/recipe/19747/summer-beer-i/
303,Best BBQ Chicken,BBQ chicken stays moist and tender when grilled slowly over indirect heat and basted with homemade BBQ sauce towards the end of the cooking time. Coating the chicken legs with a rub before grilling makes them taste great! ,4.7,"{'active_time': None, 'additional_time': '1 hr', 'bake_time': None, 'cook_time': '45 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '5', 'soak_time': None, 'total_time': '2 hrs', 'yield': None}","[{'name': 'brown sugar', 'quanity': '2', 'unit': 'tablespoons'}
 {'name': 'garlic, chopped', 'quanity': '2', 'unit': 'large cloves'}
 {'name': 'salt', 'quanity': '2', 'unit': 'teaspoons'}
 {'name': 'black pepper', 'quanity': '1', 'unit': 'teaspoon'}
 {'name': 'chicken drumsticks', 'quanity': '10', 'unit': 'unknown'}
 {'name': 'vegetable oil', 'quanity': '2', 'unit': 'tablespoons'}
 {'name': 'finely chopped onion', 'quanity': '½', 'unit': 'cup'}
 {'name': 'ketchup', 'quanity': '¾', 'unit': 'cup'}
 {'name': 'white wine vinegar', 'quanity': '2', 'unit': 'tablespoons'}
 {'name': 'Worcestershire sauce', 'quanity': '2', 'unit': 'tablespoons'}]","[' Mash brown sugar, garlic, salt, and pepper together in a mortar and pestle to form a paste. Spoon paste into a resealable plastic bag. Add chicken, coat with paste, squeeze out excess air, and seal the bag. For best results, marinate in the refrigerator at least 1 hour to overnight.\n'
 ' When ready to cook, heat oil in a small saucepan over medium heat. Add onion and sauté until softened, about 5 minutes. Stir in ketchup, vinegar, and Worcestershire sauce. Bring to a simmer and cook until flavors blend, about 10 minutes.\n'
 ' Meanwhile, preheat an outdoor grill for medium heat and lightly oil the grate. Remove chicken from the bag.\n'
 ' Cook chicken on the preheated grill until brown, 3 to 5 minutes, turning once halfway through. Turn off one of the burners and move chicken over indirect heat. Maintain the temperature at 300 to 350 degrees F (150 to 175 degrees C).\n'
 ' Cook chicken for 20 minutes, turning halfway through. Baste with sauce, then continue to cook, basting every 10 minutes, until chicken is no longer pink at the bone and the juices run clear, 20 to 25 more minutes. An instant-read thermometer inserted near the bone should read at least 165 degrees F (74 degrees C).\n']",Sometimes I use a blender or a food processor in Step 1 instead of a mortar and pestle.,unknown,"{'Calories': '424', 'Carbs': '18g', 'Fat': '21g', 'Protein': '39g'}",https://www.allrecipes.com/recipe/236901/southern-bbq-chicken/
304,Louisiana Crawfish Boil,"This crawfish boil is quite a feast! Invite the family and dig into this messy, delicious meal. Combining crawfish, sausage, corn, mushrooms, potatoes, and artichokes, this is a dish you'll crave over and over. Add other seafood or vegetables to your liking.",4.6,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '1 hr', 'cool_time': None, 'fry_time': None, 'prep_time': '30 mins', 'rest_time': None, 'servings': '10', 'soak_time': None, 'total_time': '1 hr 30 mins', 'yield': None}","[{'name': 'garlic, unpeeled', 'quanity': '2', 'unit': 'heads '}
 {'name': 'bay leaves', 'quanity': '5', 'unit': ''}
 {'name': 'dry crab boil', 'quanity': '2', 'unit': '(3 ounce) packages'}
 {'name': 'liquid shrimp and crab boil seasoning', 'quanity': '1', 'unit': 'tablespoon'}
 {'name': 'salt and ground black pepper to taste', 'quanity': '', 'unit': ''}
 {'name': 'red potatoes, washed', 'quanity': '15', 'unit': ''}
 {'name': 'oranges, halved', 'quanity': '3', 'unit': 'large '}
 {'name': 'lemons, halved', 'quanity': '3', 'unit': 'large'}
 {'name': 'whole artichokes', 'quanity': '2', 'unit': 'large'}
 {'name': 'mushrooms, cleaned', 'quanity': '2', 'unit': '(16 ounce) packages'}
 {'name': 'fresh green beans, trimmed', 'quanity': '½', 'unit': 'pound'}
 {'name': 'onions, sliced', 'quanity': '2', 'unit': 'large'}
 {'name': 'baby corn', 'quanity': '30', 'unit': 'pieces'}
 {'name': 'smoked sausage, cut into ½ inch slices', 'quanity': '2', 'unit': '(16 ounce) packages'}
 {'name': 'live crawfish, rinsed well', 'quanity': '50', 'unit': 'pounds'}]","[' Fill a very large pot about 1/3 full with water. Add garlic, bay leaves, dry and liquid crab boil seasonings, salt, pepper, potatoes, oranges, lemons, and artichokes. Bring to a boil over high heat, then reduce to a simmer, and cook for 20 minutes.\n'
 ' Stir in mushrooms, green beans, onions, and baby corn, and continue to cook, about 15 minutes. Stir in sausage; cook 5 minutes more.\n'
 ' Add crawfish and return the mixture to a boil, then simmer until crawfish shells turn bright red and the tails pull out easily, about 5 minutes. Test for doneness by peeling a crawfish. Be sure not to overcook, or crawfish will become tough.\n'
 ' Remove from the heat and carefully drain all liquid. Serve the crawfish boil hot, Louisiana-style, spread over a picnic table covered with newspapers.\n']",unknown,unknown,"{'Calories': '541', 'Carbs': '38g', 'Fat': '22g', 'Protein': '51g'}",https://www.allrecipes.com/recipe/140993/louisiana-crawfish-boil/
305,Peach Pound Cake,This peach pound cake is made with freshly diced sweet summer peaches for a delicious treat. ,4.7,"{'active_time': None, 'additional_time': '10 mins', 'bake_time': None, 'cook_time': '1 hr', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '16', 'soak_time': None, 'total_time': '1 hr 30 mins', 'yield': '1 (10-inch) cake'}","[{'name': 'white sugar', 'quanity': '2', 'unit': 'cups'}
 {'name': 'butter, softened', 'quanity': '1', 'unit': 'cup'}
 {'name': 'eggs', 'quanity': '4', 'unit': 'large'}
 {'name': 'vanilla extract', 'quanity': '1', 'unit': 'teaspoon'}
 {'name': 'all-purpose flour, divided', 'quanity': '3', 'unit': 'cups'}
 {'name': 'baking powder', 'quanity': '1', 'unit': 'teaspoon'}
 {'name': 'salt', 'quanity': '½', 'unit': 'teaspoon'}
 {'name': 'fresh peaches, pitted and chopped', 'quanity': '2', 'unit': 'cups'}]","[' Preheat the oven to 325 degrees F (165 degrees C). Butter a 10-inch tube pan and dust with white sugar.\n'
 ' Beat sugar and butter together in a mixing bowl with an electric mixer until light and fluffy; add eggs, one at a time, beating well after each addition. Stir in vanilla.\n'
 ' Sift 2 ¾ cups flour, baking powder, and salt together into a bowl; gradually stir flour mixture into butter mixture.\n'
 ' Place remaining 1/4 cup flour into a small bowl. Add peaches and toss to coat, then fold floured peaches into batter. Spread batter evenly into the prepared pan.\n'
 ' Bake in the preheated oven until a toothpick inserted into the center comes out clean, 60 to 70 minutes. Cool in the pan for 10 minutes, then invert onto a wire rack to cool completely.\n']",This peach pound cake can also be made with other fruits such as apples or cherries.,unknown,"{'Calories': '307', 'Carbs': '44g', 'Fat': '13g', 'Protein': '4g'}",https://www.allrecipes.com/recipe/17635/ga-peach-pound-cake/
